sales_id,retailer_id,retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,gross_margin_rate,cogs,gross_profit
552,1128299,"West Gear",2020-05-06,West,Colorado,Denver,"Men's Apparel",75,400,30000.00,16500.00,In-store,0.4900,15300.00,14700.00
553,1185732,Walmart,2020-05-06,Northeast,"New York","New York","Women's Athletic Footwear",55,900,49500.00,17325.00,Outlet,0.4900,25245.00,24255.00
554,1185732,Walmart,2020-05-06,Northeast,"New York","New York","Women's Athletic Footwear",54,225,12150.00,559.00,Online,0.4900,6196.50,5953.50
555,1185732,Walmart,2020-05-06,Northeast,"New York","New York","Women's Athletic Footwear",41,306,12546.00,502.00,Outlet,0.4900,6398.46,6147.54
556,1128299,"West Gear",2020-05-07,West,Colorado,Denver,"Women's Apparel",70,425,29750.00,5950.00,In-store,0.4900,15172.50,14577.50
557,1128299,"West Gear",2020-05-07,West,Colorado,Denver,"Women's Apparel",65,106,6890.00,214.00,Online,0.4900,3513.90,3376.10
558,1185732,Walmart,2020-05-07,Northeast,"New York","New York","Men's Apparel",48,279,13392.00,496.00,Outlet,0.4900,6829.92,6562.08
559,1185732,Walmart,2020-05-07,Northeast,"New York","New York","Men's Apparel",60,261,15660.00,673.00,Online,0.4900,7986.60,7673.40
560,1185732,Walmart,2020-05-07,Northeast,"New York","New York","Men's Apparel",65,900,58500.00,17550.00,Outlet,0.4900,29835.00,28665.00
561,1128299,"West Gear",2020-05-08,West,Colorado,Denver,"Men's Street Footwear",55,525,28875.00,11550.00,In-store,0.4900,14726.25,14148.75
562,1128299,"West Gear",2020-05-08,West,Colorado,Denver,"Men's Street Footwear",51,137,6987.00,349.00,Online,0.4900,3563.37,3423.63
563,1128299,"West Gear",2020-05-09,West,Colorado,Denver,"Men's Athletic Footwear",54,152,8208.00,287.00,Online,0.4900,4186.08,4021.92
564,1128299,"West Gear",2020-05-09,West,Colorado,Denver,"Men's Athletic Footwear",60,525,31500.00,7875.00,In-store,0.4900,16065.00,15435.00
565,1128299,"West Gear",2020-05-10,West,Colorado,Denver,"Women's Street Footwear",51,102,5202.00,260.00,Online,0.4900,2653.02,2548.98
566,1128299,"West Gear",2020-05-10,West,Colorado,Denver,"Women's Street Footwear",55,350,19250.00,7700.00,In-store,0.4900,9817.50,9432.50
567,1128299,"West Gear",2020-05-11,West,Colorado,Denver,"Women's Athletic Footwear",55,325,17875.00,6256.00,In-store,0.4900,9116.25,8758.75
568,1128299,"West Gear",2020-05-11,West,Colorado,Denver,"Women's Athletic Footwear",53,85,4505.00,207.00,Online,0.4900,2297.55,2207.45
569,1128299,"West Gear",2020-05-12,West,Colorado,Denver,"Men's Apparel",64,75,4800.00,317.00,Online,0.4900,2448.00,2352.00
570,1128299,"West Gear",2020-05-12,West,Colorado,Denver,"Men's Apparel",65,300,19500.00,10725.00,In-store,0.4900,9945.00,9555.00
571,1128299,"West Gear",2020-05-13,West,Colorado,Denver,"Women's Apparel",70,350,24500.00,4900.00,In-store,0.4900,12495.00,12005.00
572,1128299,"West Gear",2020-05-13,West,Colorado,Denver,"Women's Apparel",65,105,6825.00,205.00,Online,0.4900,3480.75,3344.25
573,1128299,"West Gear",2020-05-14,West,Colorado,Denver,"Men's Street Footwear",52,150,7800.00,429.00,Online,0.4900,3978.00,3822.00
574,1128299,"West Gear",2020-05-14,West,Colorado,Denver,"Men's Street Footwear",55,575,31625.00,12650.00,In-store,0.4900,16128.75,15496.25
575,1128299,"West Gear",2020-05-15,West,Colorado,Denver,"Men's Athletic Footwear",60,575,34500.00,8625.00,In-store,0.4900,17595.00,16905.00
576,1128299,"West Gear",2020-05-15,West,Colorado,Denver,"Men's Athletic Footwear",55,150,8250.00,305.00,Online,0.4900,4207.50,4042.50
577,1128299,"West Gear",2020-05-16,West,Colorado,Denver,"Women's Street Footwear",55,425,23375.00,9350.00,In-store,0.4900,11921.25,11453.75
578,1128299,"West Gear",2020-05-16,West,Colorado,Denver,"Women's Street Footwear",51,128,6528.00,346.00,Online,0.4900,3329.28,3198.72
579,1128299,"West Gear",2020-05-17,West,Colorado,Denver,"Women's Athletic Footwear",60,116,6960.00,334.00,Online,0.4900,3549.60,3410.40
580,1128299,"West Gear",2020-05-17,West,Colorado,Denver,"Women's Athletic Footwear",65,400,26000.00,9100.00,In-store,0.4900,13260.00,12740.00
581,1128299,"West Gear",2020-05-18,West,Colorado,Denver,"Men's Apparel",75,375,28125.00,15469.00,In-store,0.4900,14343.75,13781.25
582,1128299,"West Gear",2020-05-18,West,Colorado,Denver,"Men's Apparel",68,105,7140.00,493.00,Online,0.4900,3641.40,3498.60
583,1128299,"West Gear",2020-05-19,West,Colorado,Denver,"Women's Apparel",80,500,40000.00,8000.00,In-store,0.4900,20400.00,19600.00
584,1128299,"West Gear",2020-05-19,West,Colorado,Denver,"Women's Apparel",73,130,9490.00,294.00,Online,0.4900,4839.90,4650.10
585,1128299,"West Gear",2020-05-20,West,Colorado,Denver,"Men's Street Footwear",65,700,45500.00,18200.00,In-store,0.4900,23205.00,22295.00
586,1128299,"West Gear",2020-05-20,West,Colorado,Denver,"Men's Street Footwear",59,203,11977.00,623.00,Online,0.4900,6108.27,5868.73
587,1128299,"West Gear",2020-05-21,West,Colorado,Denver,"Men's Athletic Footwear",64,182,11648.00,443.00,Online,0.4900,5940.48,5707.52
588,1128299,"West Gear",2020-05-21,West,Colorado,Denver,"Men's Athletic Footwear",70,700,49000.00,12250.00,In-store,0.4900,24990.00,24010.00
589,1128299,"West Gear",2020-05-22,West,Colorado,Denver,"Women's Street Footwear",65,500,32500.00,13000.00,In-store,0.4900,16575.00,15925.00
590,1128299,"West Gear",2020-05-22,West,Colorado,Denver,"Women's Street Footwear",60,125,7500.00,413.00,Online,0.4900,3825.00,3675.00
591,1128299,"West Gear",2020-05-23,West,Colorado,Denver,"Women's Athletic Footwear",63,125,7875.00,354.00,Online,0.4900,4016.25,3858.75
592,1128299,"West Gear",2020-05-23,West,Colorado,Denver,"Women's Athletic Footwear",65,500,32500.00,11375.00,In-store,0.4900,16575.00,15925.00
593,1128299,"West Gear",2020-05-24,West,Colorado,Denver,"Men's Apparel",75,425,31875.00,17531.00,In-store,0.4900,16256.25,15618.75
594,1128299,"West Gear",2020-05-24,West,Colorado,Denver,"Men's Apparel",68,115,7820.00,524.00,Online,0.4900,3988.20,3831.80
595,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Women's Athletic Footwear",55,775,42625.00,12788.00,In-store,0.4900,21738.75,20886.25
596,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Women's Street Footwear",55,825,45375.00,11344.00,In-store,0.4900,23141.25,22233.75
597,1185732,"Foot Locker",2020-05-24,Southeast,Florida,Miami,"Men's Apparel",65,775,50375.00,17631.00,In-store,0.4900,25691.25,24683.75
598,1185732,"Foot Locker",2020-05-24,Southeast,Florida,Miami,"Women's Apparel",64,219,14016.00,883.00,Online,0.4900,7148.16,6867.84
599,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Men's Street Footwear",63,323,20349.00,1140.00,Online,0.4900,10377.99,9971.01
600,1185732,"Foot Locker",2020-05-24,Southeast,Florida,Miami,"Men's Apparel",60,202,12120.00,594.00,Online,0.4900,6181.20,5938.80
601,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Men's Athletic Footwear",51,254,12954.00,609.00,Online,0.4900,6606.54,6347.46
602,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Women's Athletic Footwear",54,209,11286.00,485.00,Online,0.4900,5755.86,5530.14
603,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Women's Street Footwear",52,248,12896.00,477.00,Online,0.4900,6576.96,6319.04
604,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Men's Athletic Footwear",55,875,48125.00,16844.00,In-store,0.4900,24543.75,23581.25
605,1185732,"Foot Locker",2020-05-24,Southeast,Florida,Miami,"Women's Apparel",70,875,61250.00,30625.00,In-store,0.4900,31237.50,30012.50
606,1185732,"Sports Direct",2020-05-24,Southeast,Florida,Miami,"Men's Street Footwear",65,1075,69875.00,31444.00,In-store,0.4900,35636.25,34238.75
607,1128299,"West Gear",2020-05-25,West,Colorado,Denver,"Women's Apparel",75,137,10275.00,339.00,Online,0.4900,5240.25,5034.75
608,1128299,"West Gear",2020-05-25,West,Colorado,Denver,"Women's Apparel",80,525,42000.00,8400.00,In-store,0.4900,21420.00,20580.00
609,1128299,"West Gear",2020-05-26,West,Colorado,Denver,"Men's Street Footwear",40,450,18000.00,5400.00,In-store,0.4900,9180.00,8820.00
610,1128299,"West Gear",2020-05-26,West,Colorado,Denver,"Men's Street Footwear",36,117,4212.00,173.00,Online,0.4900,2148.12,2063.88
611,1128299,"West Gear",2020-05-27,West,Colorado,Denver,"Men's Athletic Footwear",50,450,22500.00,5625.00,In-store,0.4900,11475.00,11025.00
612,1128299,"West Gear",2020-05-27,West,Colorado,Denver,"Men's Athletic Footwear",48,131,6288.00,252.00,Online,0.4900,3206.88,3081.12
613,1128299,"West Gear",2020-05-28,West,Colorado,Denver,"Women's Street Footwear",46,135,6210.00,217.00,Online,0.4900,3167.10,3042.90
614,1128299,"West Gear",2020-05-28,West,Colorado,Denver,"Women's Street Footwear",50,450,22500.00,5625.00,In-store,0.4900,11475.00,11025.00
615,1128299,"West Gear",2020-05-29,West,Colorado,Denver,"Women's Athletic Footwear",49,78,3822.00,157.00,Online,0.4900,1949.22,1872.78
616,1128299,"West Gear",2020-05-29,West,Colorado,Denver,"Women's Athletic Footwear",50,300,15000.00,4500.00,In-store,0.4900,7650.00,7350.00
617,1128299,"West Gear",2020-05-30,West,Washington,Seattle,"Men's Apparel",55,250,13750.00,3438.00,In-store,0.4900,7012.50,6737.50
618,1128299,"West Gear",2020-05-30,West,Washington,Seattle,"Men's Apparel",51,73,3723.00,145.00,Online,0.4900,1898.73,1824.27
619,1128299,"West Gear",2020-05-31,West,Washington,Seattle,"Women's Apparel",50,500,25000.00,5000.00,In-store,0.4900,12750.00,12250.00
620,1128299,"West Gear",2020-05-31,West,Washington,Seattle,"Women's Apparel",46,125,5750.00,178.00,Online,0.4900,2932.50,2817.50
621,1128299,"West Gear",2020-06-01,West,Washington,Seattle,"Men's Street Footwear",36,138,4968.00,214.00,Online,0.4900,2533.68,2434.32
622,1128299,"West Gear",2020-06-01,West,Washington,Seattle,"Men's Street Footwear",40,550,22000.00,6600.00,In-store,0.4900,11220.00,10780.00
623,1128299,"West Gear",2020-06-02,West,Washington,Seattle,"Men's Athletic Footwear",50,450,22500.00,5625.00,In-store,0.4900,11475.00,11025.00
624,1128299,"West Gear",2020-06-02,West,Washington,Seattle,"Men's Athletic Footwear",47,131,6157.00,240.00,Online,0.4900,3140.07,3016.93
625,1128299,"West Gear",2020-06-03,West,Washington,Seattle,"Women's Street Footwear",47,122,5734.00,224.00,Online,0.4900,2924.34,2809.66
626,1128299,"West Gear",2020-06-03,West,Washington,Seattle,"Women's Street Footwear",50,450,22500.00,5625.00,In-store,0.4900,11475.00,11025.00
627,1128299,"West Gear",2020-06-04,West,Washington,Seattle,"Women's Athletic Footwear",50,300,15000.00,4500.00,In-store,0.4900,7650.00,7350.00
628,1128299,"West Gear",2020-06-04,West,Washington,Seattle,"Women's Athletic Footwear",48,87,4176.00,175.00,Online,0.4900,2129.76,2046.24
629,1128299,"West Gear",2020-06-05,West,Washington,Seattle,"Men's Apparel",52,65,3380.00,135.00,Online,0.4900,1723.80,1656.20
630,1128299,"West Gear",2020-06-05,West,Washington,Seattle,"Men's Apparel",55,225,12375.00,3094.00,In-store,0.4900,6311.25,6063.75
631,1128299,"West Gear",2020-06-06,West,Washington,Seattle,"Women's Apparel",50,425,21250.00,4250.00,In-store,0.4900,10837.50,10412.50
632,1128299,"West Gear",2020-06-06,West,Washington,Seattle,"Women's Apparel",46,123,5658.00,175.00,Online,0.4900,2885.58,2772.42
633,1128299,"West Gear",2020-06-07,West,Washington,Seattle,"Men's Street Footwear",50,575,28750.00,8625.00,In-store,0.4900,14662.50,14087.50
634,1128299,"West Gear",2020-06-07,West,Washington,Seattle,"Men's Street Footwear",46,167,7682.00,346.00,Online,0.4900,3917.82,3764.18
635,1128299,"West Gear",2020-06-08,West,Washington,Seattle,"Men's Athletic Footwear",60,425,25500.00,6375.00,In-store,0.4900,13005.00,12495.00
636,1128299,"West Gear",2020-06-08,West,Washington,Seattle,"Men's Athletic Footwear",58,115,6670.00,240.00,Online,0.4900,3401.70,3268.30
637,1128299,"West Gear",2020-06-09,West,Washington,Seattle,"Women's Street Footwear",60,115,6900.00,276.00,Online,0.4900,3519.00,3381.00
638,1128299,"West Gear",2020-06-09,West,Washington,Seattle,"Women's Street Footwear",65,425,27625.00,6906.00,In-store,0.4900,14088.75,13536.25
639,1128299,"West Gear",2020-06-10,West,Washington,Seattle,"Women's Athletic Footwear",65,325,21125.00,6338.00,In-store,0.4900,10773.75,10351.25
640,1128299,"West Gear",2020-06-10,West,Washington,Seattle,"Women's Athletic Footwear",64,85,5440.00,228.00,Online,0.4900,2774.40,2665.60
641,1128299,"West Gear",2020-06-11,West,Washington,Seattle,"Men's Apparel",70,175,12250.00,3063.00,In-store,0.4900,6247.50,6002.50
642,1128299,"West Gear",2020-06-11,West,Washington,Seattle,"Men's Apparel",69,46,3174.00,121.00,Online,0.4900,1618.74,1555.26
643,1128299,"West Gear",2020-06-12,West,Washington,Seattle,"Women's Apparel",62,105,6510.00,221.00,Online,0.4900,3320.10,3189.90
644,1128299,"West Gear",2020-06-12,West,Washington,Seattle,"Women's Apparel",65,375,24375.00,4875.00,In-store,0.4900,12431.25,11943.75
645,1128299,"West Gear",2020-06-13,West,Washington,Seattle,"Men's Street Footwear",70,550,38500.00,11550.00,In-store,0.4900,19635.00,18865.00
646,1128299,"West Gear",2020-06-13,West,Washington,Seattle,"Men's Street Footwear",68,160,10880.00,479.00,Online,0.4900,5548.80,5331.20
647,1128299,"West Gear",2020-06-14,West,Washington,Seattle,"Men's Athletic Footwear",75,350,26250.00,6563.00,In-store,0.4900,13387.50,12862.50
648,1128299,"West Gear",2020-06-14,West,Washington,Seattle,"Men's Athletic Footwear",71,88,6248.00,244.00,Online,0.4900,3186.48,3061.52
649,1128299,"West Gear",2020-06-15,West,Washington,Seattle,"Women's Street Footwear",74,120,8880.00,346.00,Online,0.4900,4528.80,4351.20
650,1128299,"West Gear",2020-06-15,West,Washington,Seattle,"Women's Street Footwear",75,400,30000.00,7500.00,In-store,0.4900,15300.00,14700.00
651,1128299,"West Gear",2020-06-16,West,Washington,Seattle,"Women's Athletic Footwear",60,300,18000.00,5400.00,In-store,0.4900,9180.00,8820.00
652,1128299,"West Gear",2020-06-16,West,Washington,Seattle,"Women's Athletic Footwear",55,90,4950.00,208.00,Online,0.4900,2524.50,2425.50
653,1128299,"West Gear",2020-06-17,West,Washington,Seattle,"Men's Apparel",59,56,3304.00,132.00,Online,0.4900,1685.04,1618.96
654,1128299,"West Gear",2020-06-17,West,Washington,Seattle,"Men's Apparel",65,200,13000.00,3250.00,In-store,0.4900,6630.00,6370.00
655,1128299,"West Gear",2020-06-18,West,Washington,Seattle,"Women's Apparel",80,350,28000.00,5600.00,In-store,0.4900,14280.00,13720.00
656,1128299,"West Gear",2020-06-18,West,Washington,Seattle,"Women's Apparel",78,88,6864.00,220.00,Online,0.4900,3500.64,3363.36
657,1128299,"West Gear",2020-06-19,West,Washington,Seattle,"Men's Street Footwear",55,165,9075.00,372.00,Online,0.4900,4628.25,4446.75
658,1128299,"West Gear",2020-06-19,West,Washington,Seattle,"Men's Street Footwear",60,550,33000.00,9900.00,In-store,0.4900,16830.00,16170.00
659,1128299,"West Gear",2020-06-20,West,Washington,Seattle,"Men's Athletic Footwear",65,400,26000.00,6500.00,In-store,0.4900,13260.00,12740.00
660,1128299,"West Gear",2020-06-20,West,Washington,Seattle,"Men's Athletic Footwear",60,108,6480.00,246.00,Online,0.4900,3304.80,3175.20
661,1128299,"West Gear",2020-06-21,West,Washington,Seattle,"Women's Street Footwear",61,120,7320.00,278.00,Online,0.4900,3733.20,3586.80
662,1128299,"West Gear",2020-06-21,West,Washington,Seattle,"Women's Street Footwear",65,400,26000.00,6500.00,In-store,0.4900,13260.00,12740.00
663,1128299,"West Gear",2020-06-22,West,Washington,Seattle,"Women's Athletic Footwear",60,300,18000.00,5400.00,In-store,0.4900,9180.00,8820.00
664,1128299,"West Gear",2020-06-22,West,Washington,Seattle,"Women's Athletic Footwear",59,90,5310.00,234.00,Online,0.4900,2708.10,2601.90
665,1128299,"West Gear",2020-06-23,West,Washington,Seattle,"Men's Apparel",65,200,13000.00,3250.00,In-store,0.4900,6630.00,6370.00
666,1128299,"West Gear",2020-06-23,West,Washington,Seattle,"Men's Apparel",60,52,3120.00,119.00,Online,0.4900,1591.20,1528.80
667,1128299,"West Gear",2020-06-24,West,Washington,Seattle,"Women's Apparel",75,125,9375.00,309.00,Online,0.4900,4781.25,4593.75
668,1128299,"West Gear",2020-06-24,West,Washington,Seattle,"Women's Apparel",80,500,40000.00,8000.00,In-store,0.4900,20400.00,19600.00
669,1128299,"West Gear",2020-06-25,West,Washington,Seattle,"Men's Street Footwear",75,750,56250.00,16875.00,In-store,0.4900,28687.50,27562.50
670,1128299,"West Gear",2020-06-25,West,Washington,Seattle,"Men's Street Footwear",71,195,13845.00,581.00,Online,0.4900,7060.95,6784.05
671,1128299,"West Gear",2020-06-26,West,Washington,Seattle,"Men's Athletic Footwear",74,188,13912.00,515.00,Online,0.4900,7095.12,6816.88
672,1128299,"West Gear",2020-06-26,West,Washington,Seattle,"Men's Athletic Footwear",80,625,50000.00,12500.00,In-store,0.4900,25500.00,24500.00
673,1128299,"West Gear",2020-06-27,West,Washington,Seattle,"Women's Street Footwear",80,625,50000.00,12500.00,In-store,0.4900,25500.00,24500.00
674,1128299,"West Gear",2020-06-27,West,Washington,Seattle,"Women's Street Footwear",72,163,11736.00,446.00,Online,0.4900,5985.36,5750.64
675,1128299,"West Gear",2020-06-28,West,Washington,Seattle,"Women's Athletic Footwear",75,125,9375.00,375.00,Online,0.4900,4781.25,4593.75
676,1128299,"West Gear",2020-06-28,West,Washington,Seattle,"Women's Athletic Footwear",80,500,40000.00,12000.00,In-store,0.4900,20400.00,19600.00
677,1128299,"West Gear",2020-06-29,West,Washington,Seattle,"Men's Apparel",82,105,8610.00,336.00,Online,0.4900,4391.10,4218.90
678,1128299,"West Gear",2020-06-29,West,Washington,Seattle,"Men's Apparel",85,375,31875.00,7969.00,In-store,0.4900,16256.25,15618.75
679,1128299,"West Gear",2020-06-30,West,Washington,Seattle,"Women's Apparel",100,675,67500.00,13500.00,In-store,0.4900,34425.00,33075.00
680,1128299,"West Gear",2020-06-30,West,Washington,Seattle,"Women's Apparel",98,182,17836.00,606.00,Online,0.4900,9096.36,8739.64
681,1128299,"West Gear",2020-07-01,West,Washington,Seattle,"Men's Street Footwear",73,239,17447.00,698.00,Online,0.4900,8897.97,8549.03
682,1128299,"West Gear",2020-07-01,West,Washington,Seattle,"Men's Street Footwear",80,825,66000.00,19800.00,In-store,0.4900,33660.00,32340.00
683,1128299,"West Gear",2020-07-02,West,Washington,Seattle,"Men's Athletic Footwear",85,675,57375.00,14344.00,In-store,0.4900,29261.25,28113.75
684,1128299,"West Gear",2020-07-02,West,Washington,Seattle,"Men's Athletic Footwear",82,182,14924.00,537.00,Online,0.4900,7611.24,7312.76
685,1128299,"West Gear",2020-07-03,West,Washington,Seattle,"Women's Street Footwear",85,625,53125.00,13281.00,In-store,0.4900,27093.75,26031.25
686,1128299,"West Gear",2020-07-03,West,Washington,Seattle,"Women's Street Footwear",78,175,13650.00,478.00,Online,0.4900,6961.50,6688.50
687,1128299,"West Gear",2020-07-04,West,Washington,Seattle,"Women's Athletic Footwear",78,137,10686.00,438.00,Online,0.4900,5449.86,5236.14
688,1128299,"West Gear",2020-07-04,West,Washington,Seattle,"Women's Athletic Footwear",80,525,42000.00,12600.00,In-store,0.4900,21420.00,20580.00
689,1128299,"West Gear",2020-07-05,West,Washington,Seattle,"Men's Apparel",85,575,48875.00,12219.00,In-store,0.4900,24926.25,23948.75
690,1128299,"West Gear",2020-07-05,West,Washington,Seattle,"Men's Apparel",77,144,11088.00,388.00,Online,0.4900,5654.88,5433.12
691,1128299,"West Gear",2020-07-06,West,Washington,Seattle,"Women's Apparel",95,155,14725.00,515.00,Online,0.4900,7509.75,7215.25
692,1128299,"West Gear",2020-07-06,West,Washington,Seattle,"Women's Apparel",100,575,57500.00,11500.00,In-store,0.4900,29325.00,28175.00
693,1128299,"West Gear",2020-07-07,West,Washington,Seattle,"Men's Street Footwear",85,775,65875.00,19763.00,In-store,0.4900,33596.25,32278.75
694,1128299,"West Gear",2020-07-07,West,Washington,Seattle,"Men's Street Footwear",80,217,17360.00,781.00,Online,0.4900,8853.60,8506.40
695,1128299,"West Gear",2020-07-08,West,Washington,Seattle,"Men's Athletic Footwear",77,210,16170.00,631.00,Online,0.4900,8246.70,7923.30
696,1128299,"West Gear",2020-07-08,West,Washington,Seattle,"Men's Athletic Footwear",80,750,60000.00,15000.00,In-store,0.4900,30600.00,29400.00
697,1128299,"West Gear",2020-07-09,West,Washington,Seattle,"Women's Street Footwear",75,625,46875.00,11719.00,In-store,0.4900,23906.25,22968.75
698,1128299,"West Gear",2020-07-09,West,Washington,Seattle,"Women's Street Footwear",73,163,11899.00,416.00,Online,0.4900,6068.49,5830.51
699,1128299,"West Gear",2020-07-10,West,Washington,Seattle,"Women's Athletic Footwear",74,155,11470.00,505.00,Online,0.4900,5849.70,5620.30
700,1128299,"West Gear",2020-07-10,West,Washington,Seattle,"Women's Athletic Footwear",75,575,43125.00,12938.00,In-store,0.4900,21993.75,21131.25
701,1128299,"West Gear",2020-07-11,West,Washington,Seattle,"Men's Apparel",75,575,43125.00,10781.00,In-store,0.4900,21993.75,21131.25
702,1128299,"West Gear",2020-07-11,West,Washington,Seattle,"Men's Apparel",71,155,11005.00,429.00,Online,0.4900,5612.55,5392.45
703,1128299,"West Gear",2020-07-12,West,Washington,Seattle,"Women's Apparel",80,400,32000.00,6400.00,In-store,0.4900,16320.00,15680.00
704,1128299,"West Gear",2020-07-12,West,Washington,Seattle,"Women's Apparel",76,108,8208.00,271.00,Online,0.4900,4186.08,4021.92
705,1128299,"West Gear",2020-07-13,West,Washington,Seattle,"Men's Street Footwear",64,156,9984.00,409.00,Online,0.4900,5091.84,4892.16
706,1128299,"West Gear",2020-07-13,West,Washington,Seattle,"Men's Street Footwear",70,600,42000.00,12600.00,In-store,0.4900,21420.00,20580.00
707,1128299,"West Gear",2020-07-14,West,Washington,Seattle,"Men's Athletic Footwear",75,600,45000.00,11250.00,In-store,0.4900,22950.00,22050.00
708,1128299,"West Gear",2020-07-14,West,Washington,Seattle,"Men's Athletic Footwear",71,174,12354.00,432.00,Online,0.4900,6300.54,6053.46
709,1128299,"West Gear",2020-07-15,West,Washington,Seattle,"Women's Street Footwear",63,135,8505.00,315.00,Online,0.4900,4337.55,4167.45
710,1128299,"West Gear",2020-07-15,West,Washington,Seattle,"Women's Street Footwear",70,450,31500.00,7875.00,In-store,0.4900,16065.00,15435.00
711,1128299,"West Gear",2020-07-16,West,Washington,Seattle,"Women's Athletic Footwear",67,112,7504.00,300.00,Online,0.4900,3827.04,3676.96
712,1128299,"West Gear",2020-07-16,West,Washington,Seattle,"Women's Athletic Footwear",70,400,28000.00,8400.00,In-store,0.4900,14280.00,13720.00
713,1128299,"West Gear",2020-07-17,West,Washington,Seattle,"Men's Apparel",80,425,34000.00,8500.00,In-store,0.4900,17340.00,16660.00
714,1128299,"West Gear",2020-07-17,West,Washington,Seattle,"Men's Apparel",72,111,7992.00,320.00,Online,0.4900,4075.92,3916.08
715,1128299,"West Gear",2020-07-18,West,Washington,Seattle,"Women's Apparel",62,113,7006.00,245.00,Online,0.4900,3573.06,3432.94
716,1128299,"West Gear",2020-07-18,West,Washington,Seattle,"Women's Apparel",65,450,29250.00,5850.00,In-store,0.4900,14917.50,14332.50
717,1185732,Walmart,2020-07-18,Northeast,"New York","New York","Women's Apparel",48,340,16320.00,490.00,Outlet,0.4900,8323.20,7996.80
718,1185732,Walmart,2020-07-18,Northeast,"New York","New York","Women's Apparel",68,290,19720.00,690.00,Online,0.4900,10057.20,9662.80
719,1185732,Walmart,2020-07-18,Northeast,"New York","New York","Women's Apparel",70,1000,70000.00,17500.00,Outlet,0.4900,35700.00,34300.00
720,1128299,"West Gear",2020-07-19,West,Washington,Seattle,"Men's Street Footwear",60,550,33000.00,9900.00,In-store,0.4900,16830.00,16170.00
721,1128299,"West Gear",2020-07-19,West,Washington,Seattle,"Men's Street Footwear",58,149,8642.00,346.00,Online,0.4900,4407.42,4234.58
722,1128299,"Sports Direct",2020-07-19,Northeast,"New York","New York","Men's Street Footwear",25,900,22500.00,7875.00,Outlet,0.4900,11475.00,11025.00
723,1128299,"Sports Direct",2020-07-19,Northeast,"New York","New York","Men's Street Footwear",20,270,5400.00,211.00,Outlet,0.4900,2754.00,2646.00
724,1128299,"Sports Direct",2020-07-19,Northeast,"New York","New York","Men's Street Footwear",24,234,5616.00,264.00,Online,0.4900,2864.16,2751.84
725,1128299,"West Gear",2020-07-20,West,Washington,Seattle,"Men's Athletic Footwear",64,138,8832.00,327.00,Online,0.4900,4504.32,4327.68
726,1128299,"West Gear",2020-07-20,West,Washington,Seattle,"Men's Athletic Footwear",65,550,35750.00,8938.00,In-store,0.4900,18232.50,17517.50
727,1128299,"Sports Direct",2020-07-20,Northeast,"New York","New York","Men's Athletic Footwear",34,225,7650.00,375.00,Online,0.4900,3901.50,3748.50
728,1128299,"Sports Direct",2020-07-20,Northeast,"New York","New York","Men's Athletic Footwear",26,270,7020.00,260.00,Outlet,0.4900,3580.20,3439.80
729,1128299,"Sports Direct",2020-07-20,Northeast,"New York","New York","Men's Athletic Footwear",35,900,31500.00,11025.00,Outlet,0.4900,16065.00,15435.00
730,1128299,"West Gear",2020-07-21,West,Washington,Seattle,"Women's Street Footwear",56,113,6328.00,228.00,Online,0.4900,3227.28,3100.72
731,1128299,"West Gear",2020-07-21,West,Washington,Seattle,"Women's Street Footwear",60,375,22500.00,5625.00,In-store,0.4900,11475.00,11025.00
732,1128299,"Sports Direct",2020-07-21,Northeast,"New York","New York","Women's Street Footwear",27,238,6426.00,251.00,Outlet,0.4900,3277.26,3148.74
733,1128299,"Sports Direct",2020-07-21,Northeast,"New York","New York","Women's Street Footwear",33,210,6930.00,319.00,Online,0.4900,3534.30,3395.70
734,1128299,"Sports Direct",2020-07-21,Northeast,"New York","New York","Women's Street Footwear",35,700,24500.00,8575.00,Outlet,0.4900,12495.00,12005.00
735,1128299,"West Gear",2020-07-22,West,Washington,Seattle,"Women's Athletic Footwear",60,350,21000.00,6300.00,In-store,0.4900,10710.00,10290.00
736,1128299,"West Gear",2020-07-22,West,Washington,Seattle,"Women's Athletic Footwear",58,98,5684.00,250.00,Online,0.4900,2898.84,2785.16
737,1128299,"Sports Direct",2020-07-22,Northeast,"New York","New York","Women's Athletic Footwear",35,700,24500.00,11025.00,Outlet,0.4900,12495.00,12005.00
738,1128299,"Sports Direct",2020-07-22,Northeast,"New York","New York","Women's Athletic Footwear",27,210,5670.00,295.00,Outlet,0.4900,2891.70,2778.30
739,1128299,"Sports Direct",2020-07-22,Northeast,"New York","New York","Women's Athletic Footwear",34,175,5950.00,327.00,Online,0.4900,3034.50,2915.50
740,1128299,"West Gear",2020-07-23,West,Washington,Seattle,"Men's Apparel",69,94,6486.00,227.00,Online,0.4900,3307.86,3178.14
